,Order ID,User,Item ID,Day of Month
519,88,27,142,18
520,88,27,91,18
521,88,27,110,18
522,89,27,226,24
523,89,27,139,24
524,89,27,216,24
525,89,27,230,24
526,89,27,44,24
527,89,27,219,24
528,89,27,137,24
529,90,28,10,10
530,90,28,44,10
531,90,28,14,10
532,90,28,0,10
533,90,28,108,10
534,90,28,99,10
535,90,28,2,10
536,91,28,156,25
537,91,28,199,25
538,91,28,164,25
539,91,28,180,25
540,91,28,198,25
541,91,28,171,25
542,92,29,251,20
543,92,29,137,20
544,92,29,253,20
545,92,29,136,20
546,92,29,139,20
547,92,29,142,20
548,92,29,268,20
549,93,30,56,5
550,93,30,285,5
551,93,30,59,5
552,93,30,287,5
553,93,30,60,5
554,93,30,279,5
555,93,30,66,5
556,94,30,21,12
557,94,30,46,12
558,94,30,24,12
559,94,30,23,12
560,94,30,250,12
561,95,30,237,13
562,95,30,7,13
563,95,30,238,13
564,95,30,159,13
565,95,30,8,13
566,96,30,226,21
567,96,30,219,21
568,96,30,194,21
569,96,30,201,21
570,96,30,269,21
571,97,31,26,5
572,97,31,28,5
573,97,31,213,5
574,97,31,20,5
575,97,31,29,5
576,97,31,27,5
577,97,31,212,5
578,98,31,98,17
579,98,31,96,17
580,98,31,211,17
581,98,31,206,17
582,98,31,101,17
583,98,31,142,17
584,99,31,48,19
585,99,31,102,19
586,99,31,135,19
587,99,31,101,19
588,99,31,145,19
589,100,31,28,28
590,100,31,158,28
591,100,31,175,28
592,100,31,90,28
593,100,31,109,28
594,100,31,105,28
595,101,32,83,24
596,101,32,119,24
597,101,32,30,24
598,101,32,80,24
599,101,32,84,24
600,101,32,123,24
601,102,33,175,2
602,102,33,182,2
603,102,33,170,2
604,102,33,166,2
605,102,33,188,2
606,103,33,210,18
607,103,33,221,18
608,103,33,279,18
609,103,33,207,18
610,103,33,228,18
611,103,33,12,18
612,103,33,283,18
613,104,33,134,26
614,104,33,124,26
615,104,33,121,26
616,104,33,123,26
617,104,33,152,26
618,105,34,266,15
619,105,34,67,15
620,105,34,260,15
621,105,34,239,15
622,105,34,267,15
623,105,34,49,15
624,106,34,284,22
625,106,34,286,22
626,106,34,130,22
627,106,34,135,22
628,106,34,250,22
629,107,34,67,29
630,107,34,53,29
631,107,34,51,29
632,107,34,63,29
633,107,34,227,29
634,108,35,35,15
635,108,35,92,15
636,108,35,254,15
637,108,35,41,15
638,108,35,94,15
639,109,35,86,30
640,109,35,118,30
641,109,35,109,30
642,109,35,119,30
643,109,35,84,30
644,109,35,95,30
645,110,36,265,1
646,110,36,268,1
647,110,36,256,1
648,110,36,62,1
649,110,36,267,1
650,111,36,197,3
651,111,36,258,3
652,111,36,261,3
653,111,36,196,3
654,111,36,186,3
655,112,36,104,15
656,112,36,97,15
657,112,36,103,15
658,112,36,105,15
659,112,36,100,15
660,112,36,214,15
661,112,36,96,15
662,113,36,100,25
663,113,36,216,25
664,113,36,144,25
665,113,36,109,25
666,113,36,102,25
667,114,37,275,20
668,114,37,195,20
669,114,37,287,20
670,114,37,284,20
671,114,37,288,20
672,114,37,197,20
673,114,37,279,20
674,115,37,102,26
675,115,37,99,26
676,115,37,81,26
677,115,37,76,26
678,115,37,80,26
679,116,38,182,13
680,116,38,33,13
681,116,38,48,13
682,116,38,281,13
683,116,38,180,13
684,116,38,282,13
685,117,39,61,8
686,117,39,153,8
687,117,39,174,8
688,117,39,172,8
689,117,39,157,8
690,118,39,21,14
691,118,39,224,14
692,118,39,222,14
693,118,39,27,14
694,118,39,28,14
695,118,39,23,14
696,119,39,275,23
697,119,39,177,23
698,119,39,176,23
699,119,39,185,23
700,119,39,270,23
701,120,39,169,28
702,120,39,175,28
703,120,39,167,28
704,120,39,162,28
705,120,39,269,28
706,120,39,164,28
707,121,40,86,25
708,121,40,84,25
709,121,40,16,25
710,121,40,27,25
711,121,40,17,25
712,121,40,104,25
713,121,40,15,25
714,122,40,31,28
715,122,40,120,28
716,122,40,234,28
717,122,40,236,28
718,122,40,136,28
719,122,40,229,28
720,123,41,155,14
721,123,41,190,14
722,123,41,75,14
723,123,41,184,14
724,123,41,179,14
725,123,41,187,14
726,123,41,70,14
727,124,41,105,24
728,124,41,22,24
729,124,41,86,24
730,124,41,82,24
731,124,41,145,24
732,124,41,0,24
733,124,41,81,24
734,125,41,163,29
735,125,41,272,29
736,125,41,161,29
737,125,41,271,29
738,125,41,169,29
739,125,41,177,29
740,126,42,90,13
741,126,42,25,13
742,126,42,47,13
743,126,42,66,13
744,126,42,94,13
745,127,42,98,14
746,127,42,87,14
747,127,42,100,14
748,127,42,77,14
749,127,42,82,14
750,127,42,81,14
751,127,42,83,14
752,128,43,203,3
753,128,43,71,3
754,128,43,202,3
755,128,43,67,3
756,128,43,201,3
757,128,43,247,3
758,129,43,139,8
759,129,43,147,8
760,129,43,277,8
761,129,43,153,8
762,129,43,138,8
763,129,43,276,8
764,129,43,155,8
765,130,44,191,2
766,130,44,42,2
767,130,44,45,2
768,130,44,252,2
769,130,44,211,2
770,131,44,205,28
771,131,44,204,28
772,131,44,74,28
773,131,44,202,28
774,131,44,203,28
775,131,44,271,28
776,132,45,49,8
777,132,45,47,8
778,132,45,8,8
779,132,45,71,8
780,132,45,9,8
781,132,45,13,8
782,133,45,49,13
783,133,45,245,13
784,133,45,35,13
785,133,45,32,13
786,133,45,61,13
787,133,45,241,13
788,133,45,34,13
789,134,45,162,24
790,134,45,178,24
791,134,45,167,24
792,134,45,169,24
793,134,45,250,24
794,135,46,250,10
795,135,46,248,10
796,135,46,49,10
797,135,46,48,10
798,135,46,47,10
799,136,46,188,13
800,136,46,180,13
801,136,46,261,13
802,136,46,247,13
803,136,46,190,13
804,136,46,239,13
805,136,46,237,13
806,137,46,108,23
807,137,46,105,23
808,137,46,44,23
809,137,46,102,23
810,137,46,42,23
811,138,46,214,26
812,138,46,143,26
813,138,46,215,26
814,138,46,226,26
815,138,46,196,26
816,138,46,24,26
817,138,46,200,26
818,139,46,110,29
819,139,46,17,29
820,139,46,64,29
821,139,46,61,29
822,139,46,75,29
823,140,47,157,4
824,140,47,122,4
825,140,47,183,4
826,140,47,175,4
827,140,47,179,4
828,140,47,171,4
829,140,47,127,4
830,141,47,184,9
831,141,47,284,9
832,141,47,185,9
833,141,47,181,9
834,141,47,169,9
835,142,47,146,15
836,142,47,180,15
837,142,47,177,15
838,142,47,195,15
839,142,47,201,15
840,142,47,148,15
841,143,48,268,7
842,143,48,146,7
843,143,48,46,7
844,143,48,48,7
845,143,48,260,7
846,143,48,32,7
847,144,48,135,16
848,144,48,163,16
849,144,48,259,16
850,144,48,134,16
851,144,48,118,16
852,145,48,90,17
853,145,48,96,17
854,145,48,100,17
855,145,48,108,17
856,145,48,99,17
857,146,48,7,24
858,146,48,1,24
859,146,48,228,24
860,146,48,6,24
861,146,48,131,24
862,146,48,132,24
863,147,49,267,12
864,147,49,268,12
865,147,49,33,12
866,147,49,44,12
867,147,49,41,12
868,148,49,21,18
869,148,49,244,18
870,148,49,147,18
871,148,49,243,18
872,148,49,241,18
873,148,49,25,18
874,149,50,152,10
875,149,50,153,10
876,149,50,164,10
877,149,50,155,10
878,149,50,253,10
879,149,50,157,10
880,149,50,166,10
881,150,50,256,13
882,150,50,259,13
883,150,50,120,13
884,150,50,237,13
885,150,50,55,13
886,150,50,284,13
887,151,51,2,4
888,151,51,4,4
889,151,51,132,4
890,151,51,29,4
891,151,51,30,4
892,152,51,217,17
893,152,51,220,17
894,152,51,208,17
895,152,51,201,17
896,152,51,209,17
897,152,51,211,17
898,152,51,213,17
899,153,52,234,10
900,153,52,237,10
901,153,52,236,10
902,153,52,67,10
903,153,52,239,10
904,153,52,75,10
905,154,52,3,20
906,154,52,13,20
907,154,52,4,20
908,154,52,1,20
909,154,52,195,20
910,154,52,30,20
911,155,53,241,5
912,155,53,35,5
913,155,53,189,5
914,155,53,162,5
915,155,53,33,5
916,155,53,171,5
917,156,53,166,6
918,156,53,167,6
919,156,53,95,6
920,156,53,94,6
921,156,53,200,6
922,156,53,168,6
923,157,53,126,16
924,157,53,86,16
925,157,53,127,16
926,157,53,127,16
927,157,53,84,16
928,157,53,1,16
929,158,53,134,17
930,158,53,66,17
931,158,53,265,17
932,158,53,19,17
933,158,53,61,17
934,158,53,128,17
935,159,53,212,19
936,159,53,4,19
937,159,53,215,19
938,159,53,213,19
939,159,53,0,19
940,159,53,282,19
941,160,54,62,3
942,160,54,61,3
943,160,54,25,3
944,160,54,15,3
945,160,54,64,3
946,160,54,16,3
947,161,54,171,4
948,161,54,173,4
949,161,54,169,4
950,161,54,153,4
951,161,54,151,4
952,161,54,172,4
953,161,54,157,4
954,162,54,61,18
955,162,54,199,18
956,162,54,54,18
957,162,54,57,18
958,162,54,205,18
959,163,54,60,29
960,163,54,133,29
961,163,54,59,29
962,163,54,51,29
963,163,54,121,29
964,163,54,58,29
965,164,55,281,17
966,164,55,283,17
967,164,55,282,17
968,164,55,58,17
969,164,55,179,17
970,165,55,158,21
971,165,55,11,21
972,165,55,24,21
973,165,55,224,21
974,165,55,223,21
975,166,55,153,22
976,166,55,287,22
977,166,55,286,22
978,166,55,282,22
979,166,55,151,22
980,166,55,102,22
981,166,55,164,22
982,167,55,140,25
983,167,55,136,25
984,167,55,55,25
985,167,55,138,25
986,167,55,139,25
987,167,55,144,25
988,168,56,183,7
989,168,56,203,7
990,168,56,179,7
991,168,56,201,7
992,168,56,269,7
993,168,56,270,7
994,168,56,184,7
995,169,56,235,13
996,169,56,1,13
997,169,56,277,13
998,169,56,276,13
999,169,56,167,13
1000,169,56,158,13
1001,169,56,4,13
1002,170,56,27,26
1003,170,56,273,26
1004,170,56,274,26
1005,170,56,278,26
1006,170,56,277,26
1007,171,56,153,30
1008,171,56,265,30
1009,171,56,157,30
1010,171,56,263,30
1011,171,56,159,30
1012,171,56,168,30
1013,172,57,7,6
1014,172,57,18,6
1015,172,57,280,6
1016,172,57,195,6
1017,172,57,282,6
1018,172,57,9,6
1019,173,57,0,24
1020,173,57,17,24
1021,173,57,138,24
1022,173,57,11,24
1023,173,57,8,24
1024,174,58,87,15
1025,174,58,96,15
1026,174,58,171,15
1027,174,58,218,15
1028,174,58,271,15
1029,175,58,182,19
1030,175,58,183,19
1031,175,58,190,19
1032,175,58,185,19
1033,175,58,52,19
1034,175,58,181,19
1035,176,59,127,24
1036,176,59,112,24
1037,176,59,102,24
1038,176,59,133,24
1039,176,59,284,24
1040,176,59,82,24
1041,176,59,105,24
1042,177,60,140,1
1043,177,60,136,1
1044,177,60,240,1
1045,177,60,267,1
1046,177,60,253,1
1047,177,60,252,1
1048,178,60,272,2
1049,178,60,71,2
1050,178,60,70,2
1051,178,60,74,2
1052,178,60,274,2
1053,178,60,269,2
1054,179,60,4,3
1055,179,60,31,3
1056,179,60,149,3
1057,179,60,15,3
1058,179,60,17,3
1059,180,60,249,12
1060,180,60,234,12
1061,180,60,62,12
1062,180,60,278,12
1063,180,60,235,12
1064,181,61,60,17
1065,181,61,207,17
1066,181,61,59,17
1067,181,61,220,17
1068,181,61,285,17
1069,181,61,210,17
1070,181,61,217,17
1071,182,61,53,19
1072,182,61,60,19
1073,182,61,152,19
1074,182,61,56,19
1075,182,61,118,19
1076,182,61,54,19
1077,182,61,151,19
1078,183,61,190,23
1079,183,61,267,23
1080,183,61,184,23
1081,183,61,218,23
1082,183,61,182,23
1083,183,61,268,23
1084,184,62,94,6
1085,184,62,132,6
1086,184,62,23,6
1087,184,62,22,6
1088,184,62,101,6
1089,185,62,101,14
1090,185,62,78,14
1091,185,62,43,14
1092,185,62,102,14
1093,185,62,35,14
1094,185,62,109,14
1095,185,62,32,14
1096,186,62,280,29
1097,186,62,55,29
1098,186,62,68,29
1099,186,62,74,29
1100,186,62,54,29
1101,187,63,21,15
1102,187,63,7,15
1103,187,63,240,15
1104,187,63,19,15
1105,187,63,24,15
1106,187,63,237,15
1107,187,63,236,15
1108,188,63,211,19
1109,188,63,213,19
1110,188,63,250,19
1111,188,63,274,19
1112,188,63,276,19
1113,188,63,243,19
1114,189,64,149,21
1115,189,64,272,21
1116,189,64,23,21
1117,189,64,24,21
1118,189,64,22,21
1119,189,64,208,21
1120,190,64,72,24
1121,190,64,288,24
1122,190,64,272,24
1123,190,64,187,24
1124,190,64,179,24
1125,190,64,73,24
1126,190,64,279,24
1127,191,64,249,26
1128,191,64,169,26
1129,191,64,242,26
1130,191,64,273,26
1131,191,64,213,26
1132,191,64,224,26
1133,192,65,148,12
1134,192,65,89,12
1135,192,65,250,12
1136,192,65,146,12
1137,192,65,90,12
1138,193,66,101,4
1139,193,66,85,4
1140,193,66,221,4
1141,193,66,178,4
1142,193,66,160,4
1143,194,66,273,7
1144,194,66,271,7
1145,194,66,272,7
1146,194,66,266,7
1147,194,66,256,7
1148,195,66,266,10
1149,195,66,26,10
1150,195,66,148,10
1151,195,66,254,10
1152,195,66,29,10
1153,195,66,27,10
1154,196,66,144,14
1155,196,66,116,14
1156,196,66,76,14
1157,196,66,145,14
1158,196,66,67,14
1159,196,66,176,14
1160,196,66,185,14
1161,197,66,48,26
1162,197,66,127,26
1163,197,66,33,26
1164,197,66,32,26
1165,197,66,223,26
1166,197,66,222,26
1167,198,67,205,2
1168,198,67,15,2
1169,198,67,181,2
1170,198,67,197,2
1171,198,67,203,2
1172,198,67,189,2
1173,199,67,236,7
1174,199,67,196,7
1175,199,67,204,7
1176,199,67,176,7
1177,199,67,238,7
1178,200,67,248,13
1179,200,67,85,13
1180,200,67,79,13
1181,200,67,99,13
1182,200,67,81,13
1183,200,67,253,13
1184,201,67,16,14
1185,201,67,277,14
1186,201,67,135,14
1187,201,67,132,14
1188,201,67,176,14
1189,201,67,275,14
1190,201,67,271,14
1191,202,67,180,18
1192,202,67,4,18
1193,202,67,25,18
1194,202,67,52,18
1195,202,67,17,18
1196,202,67,1,18
1197,203,68,10,2
1198,203,68,273,2
1199,203,68,12,2
1200,203,68,21,2
1201,203,68,22,2
1202,204,68,185,18
1203,204,68,203,18
1204,204,68,181,18
1205,204,68,187,18
1206,204,68,189,18
1207,204,68,205,18
1208,204,68,188,18
1209,205,68,224,26
1210,205,68,121,26
1211,205,68,92,26
1212,205,68,124,26
1213,205,68,133,26
1214,205,68,238,26
1215,205,68,73,26
1216,206,69,125,10
1217,206,69,35,10
1218,206,69,94,10
1219,206,69,243,10
1220,206,69,122,10
1221,206,69,31,10
1222,206,69,110,10
1223,207,70,263,3
1224,207,70,95,3
1225,207,70,84,3
1226,207,70,94,3
1227,207,70,78,3
1228,207,70,262,3
1229,208,70,277,13
1230,208,70,274,13
1231,208,70,61,13
1232,208,70,66,13
1233,208,70,284,13
1234,208,70,158,13
1235,209,70,132,14
1236,209,70,74,14
1237,209,70,131,14
1238,209,70,127,14
1239,209,70,125,14
1240,209,70,126,14
1241,209,70,128,14
1242,210,70,258,20
1243,210,70,280,20
1244,210,70,137,20
1245,210,70,39,20
1246,210,70,260,20
1247,211,70,193,24
1248,211,70,191,24
1249,211,70,6,24
1250,211,70,12,24
1251,211,70,282,24
1252,212,71,179,16
1253,212,71,183,16
1254,212,71,221,16
1255,212,71,212,16
1256,212,71,188,16
1257,212,71,49,16
1258,213,71,137,21
1259,213,71,175,21
1260,213,71,159,21
1261,213,71,163,21
1262,213,71,171,21
1263,214,71,201,30
1264,214,71,119,30
1265,214,71,71,30
1266,214,71,211,30
1267,214,71,214,30
1268,214,71,195,30
1269,215,72,83,6
1270,215,72,82,6
1271,215,72,71,6
1272,215,72,109,6
1273,215,72,77,6
1274,216,72,40,8
1275,216,72,39,8
1276,216,72,126,8
1277,216,72,122,8
1278,216,72,130,8
1279,216,72,136,8
1280,217,72,261,23
1281,217,72,264,23
1282,217,72,4,23
1283,217,72,29,23
1284,217,72,22,23
1285,217,72,263,23
1286,218,72,167,27
1287,218,72,193,27
1288,218,72,172,27
1289,218,72,202,27
1290,218,72,171,27
1291,218,72,205,27
1292,218,72,204,27
1293,219,73,151,21
1294,219,73,243,21
1295,219,73,153,21
1296,219,73,153,21
1297,219,73,144,21
1298,219,73,242,21
1299,219,73,250,21
1300,220,73,214,27
1301,220,73,119,27
1302,220,73,288,27
1303,220,73,279,27
1304,220,73,280,27
1305,221,74,288,4
1306,221,74,148,4
1307,221,74,234,4
1308,221,74,235,4
1309,221,74,147,4
1310,221,74,279,4
1311,222,74,120,6
1312,222,74,76,6
1313,222,74,271,6
1314,222,74,78,6
1315,222,74,49,6
1316,222,74,225,6
1317,223,74,122,12
1318,223,74,124,12
1319,223,74,134,12
1320,223,74,143,12
1321,223,74,14,12
1322,224,74,42,16
1323,224,74,32,16
1324,224,74,7,16
1325,224,74,47,16
1326,224,74,169,16
1327,224,74,34,16
1328,224,74,29,16
1329,225,74,153,27
1330,225,74,153,27
1331,225,74,284,27
1332,225,74,32,27
1333,225,74,34,27
1334,226,75,133,11
1335,226,75,195,11
1336,226,75,192,11
1337,226,75,127,11
1338,226,75,255,11
1339,227,75,264,15
1340,227,75,265,15
1341,227,75,267,15
1342,227,75,15,15
1343,227,75,16,15
1344,228,75,104,16
1345,228,75,83,16
1346,228,75,281,16
1347,228,75,110,16
1348,228,75,109,16
1349,229,75,200,18
1350,229,75,91,18
1351,229,75,172,18
1352,229,75,254,18
1353,229,75,196,18
1354,230,75,273,24
1355,230,75,281,24
1356,230,75,278,24
1357,230,75,283,24
1358,230,75,23,24
1359,230,75,285,24
